Word,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
genuinely,adv.,/ˈdʒɛnjʊɪnli /,"truly, really",در واقع، واقعا,actually, /ˈæktʃuəli/,,"""● they speak <font color=""""#0080bc"""">genuinely</font> about how proud they are.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gesture,n.,/ˈdʒestʃər/,"a movement of part of your body, especially your hands or head, to show what you mean or how you feel",اشارات و حرکات در موقع سخن گفتن,movement,"""/ˈmuːvmənt/<font color=""""darkblue""""> &nbsp; gesticulation</font>&nbsp;/dʒeˌstɪkjəˈleɪʃən/<br>[sound:gesticulation.mp3]""","""<img src=""""paste-4eed4f0c1690c3019bf5c04a98ce2860ed51de05.jpg"""">""","""● Specific <font color=""""#0080bc"""">gestures</font> can indicate particular moods.<br>● His arm was raised in a <font color=""""#0080bc"""">gesture</font> of defiance.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
get accustomed to,phr.,,<b>be/get accustomed to something</b>: to be familiar with something and accept it as normal,خو گرفتن به - عادت کردن به,become used to,,"""<img src=""""paste-13623636262913.jpg"""">""","""● We <font color=""""#0080bc"""">were accustomed to</font> working together.<br>● Her eyes quickly <font color=""""#0080bc"""">got accustomed to</font> the dark.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
giant,adj.,/ˈdʒaɪənt/,"extremely big, and much bigger than other things of the same type",بزرگ، حجیم,huge,/hjuːdʒ/,"""<img src=""""paste-22849226014721.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● the Great Pyramids of Egypt are <font color=""""#0080bc"""">giants</font> among the world's architectural wonders.<br>● It was as if they had landed on an alien planet, his fear that of awakening the denizens, <font color=""""#0080bc"""">giant</font> and menacing.<br>● Even one small step on the path of your plan can be a <font color=""""#0080bc"""">giant</font> leap!<br>""",,"""A <font color=""""sienna""""><i>giant</i> </font>is someone that's unusually enormous. You can also use the word <font color=""""sienna""""><i>giant</i> </font>to describe something or someone that is really big. That <font color=""""sienna""""><i>giant</i> </font>green guy over there? That's the jolly green <i><font color=""""sienna"""">giant</font></i>. Ho ho ho.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
give rise to,phr. v.,,"to cause or make something happen or begin, especially something unpleasant or unexpected",باعث شدن، موجب شدن - به وجود اوردن,produce &nbsp; cause &nbsp; be the reason for,<br>[sound:produce.mp3][sound:cause.mp3][sound:be the reason for.mp3],"""<img src=""""paste-17119739641857 (1).jpg"""">""","""● International support <font color=""""#0080bc"""">has given rise to</font> a new optimism in the company.<br>● The remark about an election inevitably <font color=""""#0080bc"""">gave rise to</font> widespread speculation.<br>● Her experiences <font color=""""#0080bc"""">have given rise to</font> the passion she expresses in her poetry.<br>● Delays could <font color=""""#0080bc"""">give rise to</font> further problems.<br>● Stem cells produce more cells of the same kind — liver stem cells <font color=""""#0080bc"""">give rise to</font> liver cells, skin stem cells <font color=""""#0080bc"""">give rise to</font> skin, and so on.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
given,adj.,/ˈɡɪvən/,specified or stated.,معین، معلوم,particular,/pərˈtɪkjələr/,"""<img src=""""paste-37868726648833.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● a quiet man not <font color=""""#0080bc"""">given</font> to loud expressions of emotion.<br>● candidates for the quiz show must complete the qualifying test within a <font color=""""#0080bc"""">given</font> amount of time.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
govern,v.,/ˈɡʌvərn/,"conduct the policy, actions, and affairs of (a state, organization, or people).",حکومت کردن، کنترل کردن,regulate,"""/ˈreɡjəleɪt/<font color=""""darkblue""""> &nbsp; control</font>&nbsp;/kənˈtroʊl/<br>[sound:control.mp3]""","""<img src=""""paste-e70c9710cce48f60ce4a5179d4a504a7b1b6afac.jpg"""">""","""● He allows himself to be <font color=""""#0080bc"""">governed</font> by his emotions.<br>● This sense of nature and culture as distinct opposites continues to <font color=""""#0080bc"""">govern</font> ideas about the environment and society today.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grasp,v.,/ɡræsp/,to lay hold of with the mind,فهمیدن، گرفتن,understand, /ˌʌndəˈrstænd/,"""<img src=""""paste-54395760803841.jpg"""">""","""● The stock market, however, didn’t seem to <font color=""""#0080bc"""">grasp</font> those details.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groom,v.,/ɡrʊm/,to make neat or attractive,اراستن - زیبا کردن,clean,"""/kliːn/<font color=""""darkblue""""> &nbsp; make up</font>&nbsp;/ˈmeɪkʌp/<br>[sound:make-up.mp3]""","""<img src=""""groom (1).jpg"""">""","""● She spent hours <font color=""""#0080bc"""">grooming</font> herself.<br>● She always seems to be perfectly <font color=""""#0080bc"""">groomed</font> and neatly dressed.<br>● It wants to mate but it’s also afraid and wants to run away. So, instead, it starts <font color=""""#0080bc"""">grooming</font> itself.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groundless,adj.,/ˈɡraʊndləs/,not based on any good reason.,بی اساس,unfounded,/ʌnˈfaʊndɪd/,"""<img src=""""paste-59957743452161.jpg"""">""","""● your fears are quite <font color=""""#0080bc"""">groundless</font>.<br>● Fortunately my suspicions proved <font color=""""#0080bc"""">groundless</font>.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grounds,n.,/ɡraʊndz/,"~ a reason that makes it right or fair to do something, especially according to legal, official, or moral rules<br>~ factors forming a basis for action or the justification for a belief",دلایل,reasons,/ˈriːzənz/,"""<img src=""""paste-53193169960961.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● The court will decide if she has <font color=""""#0080bc"""">grounds</font> for divorce.<br>● They claim the war is justified on moral <font color=""""#0080bc"""">grounds</font> (=because of moral reasons).<br>● there are some <font color=""""#0080bc"""">grounds</font> for optimism.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groundwork,n.,/ˈɡraʊndwɜːrk/,preliminary or basic work.,زمینه، پایه، اساس,foundation,"""/faʊnˈdeɪʃən/<font color=""""darkblue""""> &nbsp; basis</font>&nbsp;/ˈbeɪsɪs/<font color=""""darkblue""""> &nbsp; base</font>&nbsp;/beɪs/<br>[sound:basis.mp3][sound:base_1342704248563.mp3]""","""<img src=""""paste-58858231824385.jpg"""">""","""● They had collectively laid the <font color=""""#0080bc"""">groundwork</font> for a new kind of art.<br>● Whatever the final balance sheet of social gains and costs, one thing was clear: the United States had forced its way onto the world stage as an industrial nation, and the <font color=""""#0080bc"""">groundwork</font> had been laid for a new social and economic order in the twentieth century.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grudging,adj.,/ɡrʌdʒɪŋ/,"given, granted, or allowed only reluctantly or resentfully.",بی‌میل، بی‌اشتیاق، بیزار، با اکراه,unenthusiastic,/ˌʌnɪnθjuːzɪˈastɪk/,"""<img src=""""paste-323901335c75bcdb3e3ce3ba74b4f649edb61b5c.jpg"""">""","""● a <font color=""""#0080bc"""">grudging</font> apology<br>● Her theories have begun to win <font color=""""#0080bc"""">grudging</font> acceptance in the scientific community.<br>● He has earned the <font color=""""#0080bc"""">grudging</font> admiration of his rivals.<br><br><font color=red><b>grudge against</b></font><br>● Is there anyone who might have <font color=""""#0080bc"""">had a grudge against</font> her?<br>● Mr Gillis was not normally a man to <font color=""""#0080bc"""">bear grudges</font>.<br>● I’m not <font color=""""#0080bc"""">harbouring</font> some secret <font color=""""#0080bc"""">grudge</font> against you.<br>● It could be the work of <font color=""""#0080bc"""">someone with a grudge against</font> the company.<br>● You let nasty little <font color=""""#0080bc"""">personal grudges</font> creep in.<br><br><font color=red><b>grudge doing something</b></font><br>● I really <font color=""""#0080bc"""">grudge</font> pay<font color=""""#0080bc"""">ing</font> for poor service.""",,,,,,,grudge,/ɡrʌdʒ/,<br>a feeling of dislike for someone because you cannot forget that they harmed you in the past,,,,,,,,,,,,,,,,,,,,
guarantee,v.,/ˌɡærənˈtiː/,"provide a formal assurance or promise, especially that certain conditions shall be fulfilled relating to a product, service, or transaction.",ضمانت کردن,ensure,/ɪnˈʃʊr/,"""<img src=""""paste-51466593107969.jpg"""">""","""● The washer is <font color=""""#0080bc"""">guaranteed</font> against defects for one year.<br>● They <font color=""""#0080bc"""">guarantee</font> that the diamonds they sell are top quality.<br>● He offered to personally <font color=""""#0080bc"""">guarantee</font> the loan.<br>● Mathematical models of ecosystems likewise suggest that diversity does not <font color=""""#0080bc"""">guarantee</font> ecosystem stability—just the opposite, in fact.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hairline,adj.,/ˈherlaɪn/,(of cracks or lines) very narrow,خطوط یا ترک های خیلی باریک,slight,/slaɪt/,"""<img src=""""paste-63608465653761 (1).jpg"""">""","""● I was worried about a <font color=""""#0080bc"""">hairline</font> fracture, but luckily it was just a bad lump.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hallmark,n.,/ˈhɒːlmɑːrk/,"an idea, method, or quality that is typical of a particular person or thing",مشخصه,characteristic,/ˌkærəktəˈrɪstɪk/,"""<img src=""""paste-36dbd6d3dc2c3e39454aea19a3388d85e67e348c.png"""">""","""<b><font color=""""#ff0000"""">hallmark of</font></b><br>● He had all the <font color=""""#0080bc"""">hallmarks of</font> a great baseball player.<br>● These hotels still offer the sort of service which was the <font color=""""#0080bc"""">hallmark of</font> the grand days of travel.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
halt,v.,/hɒːlt/,bring or come to an abrupt stop.,ایستادن - متوقف کردن,stop,/stɑːp/,"""<img src=""""paste-57690000719873.jpg"""">""","""● there is growing pressure to <font color=""""#0080bc"""">halt</font> the bloodshed.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamper,v.,/ˈhæmpər/,<div>to make it difficult for someone to do something</div>,مانع حرکت یا پیشرفت&nbsp;شدن,district,"""/ˈdɪstrɪkt/<font color=""""darkblue""""> &nbsp; restrict</font>&nbsp;/rɪˈstrɪkt/<font color=""""darkblue""""> &nbsp; make difficulty</font><br>[sound:restrict.mp3][sound:make difficulty.mp3]""","""<img src=""""images (682).jpg"""">""","""● their work is <font color=""""#0080bc"""">hampered</font> by lack of funds.<br>● Construction is <font color=""""#0080bc"""">hampering</font> traffic on the highway.<br>● She tried to run, but was <font color=""""#0080bc"""">hampered</font> by her heavy suitcase.<br>""",,"""Anything that <font color=""""sienna""""><i>hampers</i> </font>slows progress or makes it difficult to do something. You might think that the presence of your parents <font color=""""sienna""""><i>hampers</i> </font>your ability to look cool.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
handy,adj.,/ˈhændi/,convenient to handle or use; useful.,سودمند، مناسب,convenient,"""/kənˈviːniənt/<font color=""""darkblue""""> &nbsp; useful</font>&nbsp;/ˈjuːsfəl/<br>[sound:useful.mp3]""","""<img src=""""paste-87da3768823050e25196bb0fe275c59adeaae232.png"""">""","""● Unlike a tampon, there’s no <font color=""""#0080bc"""">handy</font> applicator to guide you.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haphazard,adj.,/ˌhæpˈhæzədr/,lacking any obvious principle of organization.,اتفاقی - تصادفی,random,/ˈrændəm/,"""<img src=""""paste-cf283f30b0910eba509182a5431a3320535186c2.jpg"""">""","""● We were given a <font color=""""#0080bc"""">haphazard</font> tour of the city.<br>● considering the <font color=""""#0080bc"""">haphazard</font> way you measured the ingredients, it's a wonder the cookies came out this good.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harness,v.,/ˈhɑːrnəs/,"control and make use of (natural resources), especially to produce energy.",مهار کردن، استفاده کردن، تهیه کردن,utilize,"""/ˈjuːtəlaɪz/<font color=""""darkblue""""> &nbsp; </font><font color=""""darkblue""""> &nbsp; use</font>&nbsp;/juːz/<font color=""""darkblue""""> &nbsp; put into use</font> <font color=""""darkblue"""">&nbsp; control</font>&nbsp;/kənˈtrəʊl/<br>[sound:use.mp3][sound:put into use.mp3][sound:control.mp3]""","""<img src=""""paste-d94cd93fff382544c6b427ed50b56505d1d7c8c1.jpg"""">""","""● Engineers are finding new ways to <font color=""""#0080bc"""">harness</font> the sun's energy to heat homes.<br>● The company is <font color=""""#0080bc"""">harnessing</font> technology to provide better service to its customers.<br>● They <font color=""""#0080bc"""">harnessed</font> the power of the waterfall to create electricity.<br>● In Britain, one of most dramatic changes of the Industrial Revolution was the <font color=""""#0080bc"""">harnessing</font> of power.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harsh,adj.,/hɑːrʃ/,unpleasantly rough or jarring to the senses.,خشن - تند - زننده,drastic,"""/ˈdræstɪk/<font color=""""darkblue""""> &nbsp; severe</font>&nbsp;/səˈvɪər/<br>[sound:severe.mp3]""","""<img src=""""paste-c1f4ab02d3eb3b91488778f6c392c6c25943e404.jpg"""">""","""● We've had an extremely <font color=""""#0080bc"""">harsh</font> winter.<br>● It's time for her to face the <font color=""""#0080bc"""">harsh</font> realities of this situation.<br>● He had <font color=""""#0080bc"""">harsh</font> words for his opponent.<br>● This suggests that humans used fire opportunistically and had not yet domesticated it enough to survive the <font color=""""#0080bc"""">harsh</font> winters of Ice Age Inner Eurasia.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hasten,v.,/ˈheɪsən/,be quick to do something.,عجله کردن,speed up,"""/spiːd_ʌp/<font color=""""darkblue""""> &nbsp; hurry</font>&nbsp;/ˈhɜːri/<font color=""""darkblue""""> &nbsp; rush</font>&nbsp;/rʌʃ/<font color=""""darkblue""""> &nbsp; accelerate</font>&nbsp;/əkˈseləreɪt/<br>[sound:hurry_1342704248563.mp3][sound:rush_1342704248563.mp3][sound:accelerate.mp3]""","""<img src=""""paste-068fc2c94afad0f2c93b64ae88390322416d5d21.jpg"""">""","""● His death was <font color=""""#0080bc"""">hastened</font> by alcohol abuse.<br>● <font color=""""#0080bc"""">hasten</font> the activation of yeast with heat.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hasty,adj.,/ˈheɪsti/,done or acting with excessive speed or urgency; hurried.,شتاب زده,hurried, /ˈhɜːrid/,"""<img src=""""paste-4d44373c492512df8a137d58e3db76b06ece33a2.jpg"""">""","""● I made a <font color=""""#0080bc"""">hasty</font> sketch of the scene.<br>● Seeing the dog, the cat made a <font color=""""#0080bc"""">hasty</font> retreat up a tree.<br>● We don't want to make any <font color=""""#0080bc"""">hasty</font> decisions.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haul,v.,/hɒːl/,(of a person) pull or drag with effort or force.,کشیدن - حمل کردن,pull,/pʊl/,"""<img src=""""paste-60430189854721.jpg"""">""","""● They <font color=""""#0080bc"""">hauled</font> the boat up onto the beach.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,hull,n.,,پوست
havoc,n.,/ˈhævək/,"a situation in which there is a lot of damage or a lack of order, especially so that it is difficult for something to continue in the normal way",ویرانی,destruction,/dɪˈstrʌkʃən/,"""<img src=""""destruction___by_roiter475-d5e05ew.jpg"""">""","""● the hurricane ripped through Florida, causing <font color=""""#0080bc"""">havoc</font>.<br>● It gets the crops growing, but it can play <font color=""""#0080bc"""">havoc</font> with a racetrack and the animals that run on it.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hazard,n.,/ˈhazərd/,a danger or risk.,خطر,danger,/ˈdeɪndʒər/,"""<img src=""""paste-61052960112641.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● the tumbledown old barn was considered a fire <font color=""""#0080bc"""">hazard</font>.<br>● it was only by <font color=""""#0080bc"""">hazard</font> and good fortune that we found our way back to the trail.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heed,v.,/hiːd/,pay attention to; take notice of.,توجه کردن,notice,/ˈnəʊtɪs/,"""<img src=""""paste-14748917694465.jpg"""">""","""● She failed to <font color=""""#0080bc"""">heed</font> the warnings.<br>● if we had <font color=""""#0080bc"""">heeded</font> the ranger's advice, we might not have gotten lost""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heighten,v.,/ˈhʌɪtən/,make (something) higher.,افزایش دادن، بالا بردن,increase,"""/ɪnˈkriːs/<font color=""""darkblue""""> &nbsp; intensify</font>&nbsp;/ɪnˈtɛnsɪfʌɪ/<br>[sound:intensify.mp3]""","""<img src=""""paste-9573482102785.jpg""""><! img src=""""paste-2f85bcdb6525849bae042265250ec3204d33d32d.png"""">""","""● The plan will only <font color=""""#0080bc"""">heighten</font> tensions between the two groups.<br>● This tragedy has <font color=""""#0080bc"""">heightened</font> our awareness of the need for improved safety measures.<br>● Tensions between the two groups have <font color=""""#0080bc"""">heightened</font>.<br>● If social living carries a <font color=""""#0080bc"""">heightened</font> risk of infection, then the larger the group, the greater the risk.""",,"""When you <font color=""""sienna""""><i>heighten</i> </font>something, you increase it or make it more intense. If you want to <font color=""""sienna""""><i>heighten</i> </font>awareness about homelessness, you might write an article for your local newspaper.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
heir,n.,/ˈer/,"""a person legally entitled to the property or rank of another on that person's death.""",وارث,inheritor,/ɪnˈhɛrɪtər/,"""<img src=""""paste-df7de3ec19710f68e5ea351222da2dca346549f5.jpg"""">""","""● His <font color=""""#0080bc"""">heirs</font> could inherit millions of dollars.<br>● The king left no <font color=""""#0080bc"""">heirs</font> when he died.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hence,adv.,/hens/,as a consequence; for this reason.,از این رو، بنابراین,therefore,/ˈðerfɔːr/,"""<img src=""""paste-8864812498945.jpg"""">""","""● He knew he could not win the election—<font color=""""#0080bc"""">hence</font> his decision to withdraw.<br>● The company lost a great deal of money. <font color=""""#0080bc"""">Hence</font>, the CEO was asked to resign.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heritage,n.,/ˈhɛrɪtɪdʒ/,property that is or may be inherited; an inheritance.,میراث,tradition,"""/trəˈdɪʃən/<font color=""""darkblue""""> &nbsp; legacy</font>&nbsp;/ˈleɡəsi/<br>[sound:legacy.mp3]""","""<img src=""""paste-15981573308417.jpg"""">""","""● hospitality is a cherished Southern <font color=""""#0080bc"""">heritage</font>.<br>● this farm is my <font color=""""#0080bc"""">heritage</font> from my father, as it was for him from his father.""",,"<font color=sienna><i>Heritage</i> </font>can refer to practices or characteristics that are passed down through the years, from one generation to the next. Researching your family tree would help you gain a sense of your personal <i><font color=sienna>heritage</font></i>.",,,,,heredity,/həˈredəti/,<br>the process by which mental and physical qualities are passed from a parent to a child before the child is born<br>وراثت، انتقال موروثی,,,,,,,,,,,,,,,,,,,,
heterogeneous,adj.,/ˌhetəroʊˈdʒiːniəs/,consisting of parts or members that are very different from each other,گوناگون، متنوع,varied,/ˈverid/,"""<img src=""""paste-18665927868417.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● The seating in the hall was a <font color=""""#0080bc"""">heterogeneous</font> collection of old school desk chairs, wood and metal folding chairs, and even a few plush theater seats.""",,"""<font color=sienna><i>Heterogeneous</i> </font>can be used to describe the diversity of nearly anything — populations, classrooms, collections. A <font color=sienna><i>heterogeneous</i> </font>array of immigrants passed through Ellis Island to help create the American """"melting pot.""""""","""""""diverse in kind or nature,"""" 1620s, from Medieval Latin heterogeneus, from Greek heterogenes, from heteros """"<b>different</b>"""" (see <b>hetero</b>-) + <b>genos </b>""""<b>kind</b>, <b>gender</b>, <b>race stock</b>"""" (from PIE root *gene- """"give birth, beget,"""" with derivatives referring to procreation and familial and tribal groups). Earlier in same sense was heterogeneal (c. 1600). Related: Heterogeneously; heterogeneousness.""",,,,,,,,,,,,,,,,,,,,,,,homogeneous,adj.,,همگن، یکجور
hide,v.,/hʌɪd/,put or keep out of sight; conceal from the view or notice of others.,پنهان شدن,conceal, /kənˈsiːl/,"""<img src=""""paste-16389595201537.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● he <font color=""""#0080bc"""">hid</font> the money in the house.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hinder,v.,/ˈhɪndər/,"create difficulties for (someone or something), resulting in delay or obstruction.",مانع شدن، جلوی پیشرفت چیزی را گرفتن,hamper,<font color=darkblue> &nbsp; obstruct &nbsp; impede &nbsp; inhibit &nbsp; curb</font><br>[sound:obstruct.mp3][sound:impede.mp3][sound:inhibit.mp3][sound:curb.mp3],"""<img src=""""paste-7a80f46887cc5f6a5c0e3770e3191cedbfabaac6.jpg"""">""","""● It's not clear whether the change will help or <font color=""""#0080bc"""">hinder</font> our project.<br>● His career has been <font color=""""#0080bc"""">hindered</font> by injury.<br>● policies that will <font color=""""#0080bc"""">hinder</font> rather than help families""",<br>[sound:ankidroid_audioclip__TahlilGaran_TDictionary_hinder_t_970js6kk64308776715021558322.mp3][sound:ankidroid_audioclip__TahlilGaran_TDictionary_hinder_t_9703k3l3s1861088866438570119.mp3],"""The verb <font color=""""sienna""""><i>hinder</i> </font>means to block or put something in the way of, so if you’re in a high-speed car chase with the police, they might put up a blockade to <font color=""""sienna""""><i>hinder</i> </font>your progress.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
hint,n.,/hɪnt/,a slight or indirect indication or suggestion.,اشاره - تذکر,implication,"""/ˌɪmplɪˈkeɪʃən/<font color=""""darkblue""""> &nbsp; indication</font>&nbsp;/ˌɪndɪˈkeɪʃən/<font color=""""darkblue""""> &nbsp; lead</font>&nbsp;/liːd/<font color=""""darkblue""""> &nbsp; clue</font>&nbsp;/kluː/<br>[sound:indication.mp3][sound:lead_1342704248563.mp3][sound:clue.mp3]""","""<img src=""""paste-20044612370433.jpg"""">""","""● Her face gave me a <font color=""""#0080bc"""">hint</font> of what she was thinking.<br>● They'll betray you at the first <font color=""""#0080bc"""">hint</font> of trouble.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hire,v.,/haɪr/,employ (someone) for wages.,استخدام کردن، کرایه کردن,employ,/ɪmˈplɔɪ/,"""<img src=""""paste-14285061226497.jpg"""">""","""● She had very little office experience, so the company wouldn't <font color=""""#0080bc"""">hire</font> her.<br>● We <font color=""""#0080bc"""">hired</font> someone to clean the office once a week.<br>● The company isn't <font color=""""#0080bc"""">hiring</font> right now.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hitherto,adv.,/ hɪðərˈtuː/,until now or until the point in time under discussion.,تا کنون، پیش از این,previously,"""/ˈpriːviəsli/ <font color=""""darkblue""""> &nbsp; so far</font><br>[sound:so far.mp3]""","""<img src=""""paste-12884901888001.jpg"""">""","""● There is a need to replace what has <font color=""""#0080bc"""">hitherto</font> been a haphazard method of payment.<br>● a species of fish <font color=""""#0080bc"""">hitherto</font> unknown in the West""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hobby,n.,/ˈhɒbi/,"""an activity done regularly in one's leisure time for pleasure.""",سرگرمی,pastime,"""/ˈpæstaɪm/<span style=""""color: rgb(0, 0, 139);"""">&nbsp;&nbsp;&nbsp;</span><font color=""""darkblue"""">diversion &nbsp; (leisure) activity &nbsp; relaxation &nbsp; leisure pursuit</font><br>[sound:diversion.mp3][sound:leisure.mp3]""","""<img src=""""paste-19189913878529.jpg"""">""","""● Trade in agricultural products may also have been a <font color=""""#0080bc"""">hobby</font>  that led to trouble.<br>● Perhaps, then, agriculture was at first just a profitable <font color=""""#0080bc"""">hobby</font> for hunters and gatherers that eventually, because of market demand, grew into the primary source of sustenance.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hold,v.,/hoʊld/,"""grasp, carry, or support with one's arms or hands.""",نگه داشتن - گرفتن,keep up,""" <font color=""""darkblue""""> &nbsp; support</font>&nbsp;/səˈpɔːrt/<br>[sound:support.mp3]""","""<img src=""""paste-10441065496577.jpg"""">""","""● You have to <font color=""""#0080bc"""">hold</font> the button down for several seconds.<br>● He <font color=""""#0080bc"""">held</font> her close and kissed her.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hollow,n.,/ˈhɑːləʊ/,a hole or depression in something.,حفره,an empty space,,"""<img src=""""paste-17119739641857 (2).jpg"""">""","""● The owls nested in the <font color=""""#0080bc"""">hollow</font> of a tree.<br>● made a little <font color=""""#0080bc"""">hollow</font> in her mound of mashed potatoes and filled it with gravy""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homogeneous,adj.,/ˌhəʊməˈdʒiːniəs/,of the same kind; alike.,مشابه، یکجور,uniform, /ˈjuːnəfɔːrm/,"""<img src=""""paste-23957327577089.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● a fairly <font color=""""#0080bc"""">homogeneous</font> collection of examples.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
host of,n.,/həʊst-(ə)v/,A very large number or collection of people or things.,تعداد زیادی از چیزی,great number,,"""<img src=""""paste-21839908700161.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● We had a whole <font color=""""#0080bc"""">host of</font> problems on opening night, but I think most of the issues have been resolved.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
however,conj.,/haʊˈevə/,used to introduce a statement that contrasts with or seems to contradict something that has been said previously.,اگرچه - هرچند,yet, /jet/,"""<img src=""""paste-10831907520513.jpg"""">""","""● People tend to put on weight in middle age. <font color=""""#0080bc"""">However</font>, gaining weight is not inevitable<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hub,n.,/hʌb/,"the central and most important part of an area, system, activity etc, which all the other parts are connected to",مرکز,center,/ˈsentər/,"""<img src=""""paste-430b6dec84aa797dc55cef826da5fcb15f79568a.jpg"""">""","""● Birmingham is at the <font color=""""#0080bc"""">hub</font> of Britain’s motorway network.<br>● the commercial <font color=""""#0080bc"""">hub</font> of the region.<br>● Flights to South America pass through the airline's <font color=""""#0080bc"""">hub</font> airport in Rio de Janeiro, Brazil.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huge,adj.,/hjuːdʒ/,extremely large; enormous.,بزرگ، عظیم,large,/lɑːrdʒ/,"""<img src=""""img3299800158833808770.jpg"""">""","""● Renovating the house is a <font color=""""#0080bc"""">huge</font> undertaking.<br>● The store is having a <font color=""""#0080bc"""">huge</font> sale tomorrow.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hurdle,v.,/ˈhɜːrdl/,take part in a hurdle race,فائق آمدن بر - از روی مانع پریدن,obstacle&nbsp; &nbsp;difficulty&nbsp; &nbsp;problem&nbsp; &nbsp;barrier&nbsp;&nbsp;&nbsp;impediment&nbsp;&nbsp;&nbsp;fence,<br>[sound:obstacle.mp3][sound:difficulty.mp3][sound:barrier.mp3][sound:impediment.mp3],"""<img src=""""paste-12240656793601.jpg"""">""","""● Ronald Reagan, born 35 years before Clinton, had different obstacles to <font color=""""#0080bc"""">hurdle</font>.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hypothetical,adj.,/ˌhaɪpəˈθetɪkəl/,"of, based on, or serving as a hypothesis.",فرضی,supposed,/səˈpoʊzɪd/,"""<img src=""""paste-20491288969217.jpg"""">""","""● She described a <font color=""""#0080bc"""">hypothetical</font> case to clarify her point.<br>● we talked about what we would do in various <font color=""""#0080bc"""">hypothetical</font> emergencies.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice sheet,n.,/ʌɪs ʃiːt/,"a permanent layer of ice covering an extensive tract of land, especially a polar region.",یخچال طبیعی، یخ رود,glacier, /ˈɡlasɪər/,"""<img src=""""paste-9710921056257.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● Several scientists have proposed that the southern part of the Greenland <font color=""""#0080bc"""">ice sheet</font> disappeared during the period of maximum interglacial warmth.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
