Id,Word,Extras,Transcription,Part of Speech,Definition,Example,Example Cloze,Image,Word Audio,Definition Audio,Example Audio,Short Meaning,Long Meaning,Web World,Found
4000EEW_B06_U08_3156,situate,,[sítʃuèit],v.,To <i>situate</i> something means to place or build it in a certain place.,The road was <b>situated</b> between the forest and the lake.,The road was {{c1::situated}} between the forest and the lake.,"""<img src=""""4000EEW_B06_U08_3156.jpg"""" />""",[sound:4000EEW_B06_U08_3156.word.mp3],[sound:4000EEW_B06_U08_3156.definition.mp3],[sound:4000EEW_B06_U08_3156.example.mp3],"When you situate something, you figure out where it should go or exactly where it is. You might, for example, use a compass to situate the hunting camp you're building on your grandfather's land.","Your brother might decide to situate his drums in a far corner of the basement, where his banging is less likely to disturb the household. A land surveyor might use a GPS or satellite data to situate the boundaries of a particular property. In the 1530's, situate literally meant ""to give a site to,"" from the Medieval Latin situare, ""to place or locate,"" with the Latin root word situs, ""place or position.""",situate,True
4000EEW_B06_U08_3157,supervise,,[súːpərvàiz],v.,To <i>supervise</i> something means to make sure that it is done correctly.,Allen <b>supervised</b> the construction workers to ensure everyone’s safety.,Allen {{c1::supervised}} the construction workers to ensure everyone’s safety.,"""<img src=""""4000EEW_B06_U08_3157.jpg"""" />""",[sound:4000EEW_B06_U08_3157.word.mp3],[sound:4000EEW_B06_U08_3157.definition.mp3],[sound:4000EEW_B06_U08_3157.example.mp3],"If your mother asks you to supervise your little brother and his friends, it means she'd like you to keep an eye on them.","The verb supervise has origins in the Latin word supervidere, from super-, meaning “over” and videre, meaning “to see.” When you supervise something, it means you oversee the project, managing the people working on it, perhaps by figuring out what needs to be done, assigning the work, and making sure it gets done properly. You serve as the boss when you supervise; other people are the workers.",supervise,True
4000EEW_B06_U08_3158,symmetry,,[símətri:],n.,<i>Symmetry</i> is the state of having two halves that are exactly the same.,The artist made sure to use perfect <b>symmetry</b> when painting the butterfly.,The artist made sure to use perfect {{c1::symmetry}} when painting the butterfly.,"""<img src=""""4000EEW_B06_U08_3158.jpg"""" />""",[sound:4000EEW_B06_U08_3158.word.mp3],[sound:4000EEW_B06_U08_3158.definition.mp3],[sound:4000EEW_B06_U08_3158.example.mp3],"Things that have symmetry are balanced, with each side reflecting the other. A human body has such complex symmetry, from eyes, ears, and nostrils to arms, legs, and feet, that even a minor injury can make a body look unbalanced.","Snowflakes and butterflies often have a remarkable natural symmetry, with patterns on one side matched by those on the other. Objects that have identical or very similar parts lying at equal distances from a central point or line or plane — that is, objects that have symmetry — often work better. Symmetry helps boats stay upright in water. In design, symmetry is a balancing of objects, as when two candlesticks on a fireplace mantel are at equal distances from the center of the mantel. A lack of symmetry — i.e., asymmetry — might mean putting both candlesticks together at one end of the mantel.",symmetry,True
4000EEW_B06_U08_3159,tattoo,,[tætúː],n.,A <i>tattoo</i> is a design that is drawn permanently on the skin with needles.,The surfer had <b>tattoos</b> on both his arms.,The surfer had {{c1::tattoos}} on both his arms.,"""<img src=""""4000EEW_B06_U08_3159.jpg"""" />""",[sound:4000EEW_B06_U08_3159.word.mp3],[sound:4000EEW_B06_U08_3159.definition.mp3],[sound:4000EEW_B06_U08_3159.example.mp3],"A tattoo is a permanent design made on skin with a needle and ink. If you want a butterfly tattoo but you're scared of needles, you might settle for a temporary version.","The word tattoo is also a verb meaning stain the skin using needles and ink. It's probably a good idea to wait until you've been dating someone for more than a week before you tattoo their name on your arm. In music, a tattoo is continuous drumming, and a military tattoo is a drum or bugle that signals soldiers to return to their quarters at the end of the day.",tattoo,True
4000EEW_B06_U08_3160,undergraduate,,[ʌ̀ndərgrǽdʒuit],n.,An <i>undergraduate</i> is a student at a college who is studying for a bachelor’s degree.,She was excited to finish high school and enroll as an <b>undergraduate</b> in the fall.,She was excited to finish high school and enroll as an {{c1::undergraduate}} in the fall.,"""<img src=""""4000EEW_B06_U08_3160.jpg"""" />""",[sound:4000EEW_B06_U08_3160.word.mp3],[sound:4000EEW_B06_U08_3160.definition.mp3],[sound:4000EEW_B06_U08_3160.example.mp3],"An undergraduate is a college or university student who's not a graduate student. After high school, you can become an undergraduate.","Undergraduates are students of universities and colleges: they've graduated from high school and have been accepted to college, but they haven't graduated yet. If the under in undergraduate seems confusing, that's because there are also graduate students, students who have a college degree but are no longer undergraduates and are pursuing an advanced degree, like a Master's or Ph.D. Lots of people say being an undergraduate was one of the best times of their lives: it's an exciting thing to be.",undergraduate,True
4000EEW_B06_U09_3161,cater,,[kéitər],v.,To <i>cater</i> to someone means to provide them with all the things they need or want.,"Bill was too sick to get out of bed, so his nurse <b>catered</b> to his needs.","Bill was too sick to get out of bed, so his nurse {{c1::catered}} to his needs.","""<img src=""""4000EEW_B06_U09_3161.jpg"""" />""",[sound:4000EEW_B06_U09_3161.word.mp3],[sound:4000EEW_B06_U09_3161.definition.mp3],[sound:4000EEW_B06_U09_3161.example.mp3],"To cater means to supply food for meetings or celebrations. If you're having a big barbecue party but would rather hang out with your friends than grill, you could pay someone to cater it.","In Middle English, the food supply in a big household was known as the cates, and so to cater meant keeping the pantry full. These days, caterers don't do pantries. They cook food for many different households or offices. Cater has also come to mean ""giving what is desired or needed."" You might cater to your grandfather by bringing him tea, reading to him, and laughing at his bad jokes.",cater,True
4000EEW_B06_U09_3162,considerate,,[kənsídərət],adj.,"When someone is <i>considerate</i>, they pay attention to the needs of others.",The <b>considerate</b> boy gave his girlfriend a present to cheer her up when she was sad.,The {{c1::considerate}} boy gave his girlfriend a present to cheer her up when she was sad.,"""<img src=""""4000EEW_B06_U09_3162.jpg"""" />""",[sound:4000EEW_B06_U09_3162.word.mp3],[sound:4000EEW_B06_U09_3162.definition.mp3],[sound:4000EEW_B06_U09_3162.example.mp3],Being considerate is being polite and caring. People like it when you're considerate of their feelings.,"We could all probably be more considerate of others: this word means you're thinking of other people — considering them — and then treating them decently and with respect. It's considerate to say ""please"" and ""thank you"" to people. It's considerate to excuse yourself, rather than walking out and slamming the door. Asking someone how they feel is usually considerate. A considerate person is kind and thoughtful — a good person to know.",considerate,True
4000EEW_B06_U09_3163,consumption,,[kənsʌ́mpʃən],n.,The <i>consumption</i> of food or drink is the act of eating or drinking it.,These apples are too rotten for <b>consumption</b>.,These apples are too rotten for {{c1::consumption}}.,"""<img src=""""4000EEW_B06_U09_3163.jpg"""" />""",[sound:4000EEW_B06_U09_3163.word.mp3],[sound:4000EEW_B06_U09_3163.definition.mp3],[sound:4000EEW_B06_U09_3163.example.mp3],"Consumption means using, buying or eating something. If we don't reduce our energy consumption, we will run out of fuel. Conspicuous consumption is buying something to show off.","Consumption is related to the verb consume, which means to eat, use, or buy. You will often read about consumption in terms of rate––how fast we are using up a particular resource. If you consume ten cookies in an hour, your rate of consumption is ten cookies an hour. Sustainable? Let's hope not.",consumption,True
4000EEW_B06_U09_3164,criteria,,[kraitíəriə],n.,<i>Criteria</i> are factors on which a person judges or decides something.,"Before she got the job, she had to meet all the necessary <b>criteria</b>.","Before she got the job, she had to meet all the necessary {{c1::criteria}}.","""<img src=""""4000EEW_B06_U09_3164.jpg"""" />""",[sound:4000EEW_B06_U09_3164.word.mp3],[sound:4000EEW_B06_U09_3164.definition.mp3],[sound:4000EEW_B06_U09_3164.example.mp3],,,,False
4000EEW_B06_U09_3165,crust,,[krʌst],n.,<i>Crust</i> is the tough outer part of a loaf of bread.,The little boy never ate the <b>crust</b> of his pizza.,The little boy never ate the {{c1::crust}} of his pizza.,"""<img src=""""4000EEW_B06_U09_3165.jpg"""" />""",[sound:4000EEW_B06_U09_3165.word.mp3],[sound:4000EEW_B06_U09_3165.definition.mp3],[sound:4000EEW_B06_U09_3165.example.mp3],"The crust is a hard layer that forms on the outside of something, like a loaf of bread. Little kids often like their sandwiches with the crust cut off.","You’ve probably eaten lots of crusts —  bread crust, pie crust — any food that’s hard on the outside and soft on the inside has a crust. Crust is also a verb  meaning “to form a hard outer layer.” Crusting happens with more than just food, like when a layer of dirt crusts your clothes after a romp in the mud. The Earth has a hard crust too. Little kids don’t like to eat that either, usually.",crust,True
4000EEW_B06_U09_3166,entitle,,[intáitl],v.,To <i>entitle</i> someone means to give them the right to have or do something.,His golden ticket <b>entitled</b> him to sit in the front row at the concert.,His golden ticket {{c1::entitled}} him to sit in the front row at the concert.,"""<img src=""""4000EEW_B06_U09_3166.jpg"""" />""",[sound:4000EEW_B06_U09_3166.word.mp3],[sound:4000EEW_B06_U09_3166.definition.mp3],[sound:4000EEW_B06_U09_3166.example.mp3],"Use the verb entitle to mean ""give a right to."" At some schools, being a senior might entitle students to go out for lunch on Fridays.","The most common use of entitle is the one you might see on a coupon, like one for a free ride at the state fair that entitles the holder to one free ride on the Octopus of Terror. When you entitle someone, you give them a claim to something, like when you entitle someone the best goalie in Canada, or make someone a member of the noble class, like when the Queen entitles, or gives a title to, a worthy person.",entitle,True
4000EEW_B06_U09_3167,escort,,[éskɔːrt],v.,To <i>escort</i> people means to safely accompany them to a place.,Her bodyguards <b>escorted</b> her to the movie theater.,Her bodyguards {{c1::escorted}} her to the movie theater.,"""<img src=""""4000EEW_B06_U09_3167.jpg"""" />""",[sound:4000EEW_B06_U09_3167.word.mp3],[sound:4000EEW_B06_U09_3167.definition.mp3],[sound:4000EEW_B06_U09_3167.example.mp3],"When you go somewhere, whether it's for fun or business, it's always nice to have an escort — someone to go along with you. Some escorts are there to protect you, some just to share a good time.","The word escort can be a noun or a verb — ""your escort escorts you."" This word is derived from the Latin excorrigere, ""to set out,"" and moved through the Italian scorgere, meaning ""to guide."" In the 1570s it took on a military tone as escorte, used to describe armed protectors for travelers. In the 19th century it came to mean ""accompanying a person on social occasions,"" although we still refer to military escorts today.",escort,True
4000EEW_B06_U09_3168,external,,[ikstə́ːrnəl],adj.,"When something is <i>external</i>, it is connected to an outer part.","It is warm inside my house, but the <b>external</b> temperature is freezing.","It is warm inside my house, but the {{c1::external}} temperature is freezing.","""<img src=""""4000EEW_B06_U09_3168.jpg"""" />""",[sound:4000EEW_B06_U09_3168.word.mp3],[sound:4000EEW_B06_U09_3168.definition.mp3],[sound:4000EEW_B06_U09_3168.example.mp3],"If, as a kid, you didn’t get what you wanted on your birthday, you were probably told that external, or outward, things can’t bring happiness. (It’s a noble idea, but it’s still up for debate, at least in some circles.)","External contains the prefix ex- meaning “out of.” It shares this prefix with a number of other words including extraterrestrial (meaning “outside of Earth’s limits"") and exclude (meaning “keep someone out”). The opposite of external is internal; again, as you’ve probably been told, it’s the internal things that really matter. What we’re wondering is: Does that include the leather interior in our dream convertible?",external,True
4000EEW_B06_U09_3169,facility,,[fəsíləti:],n.,A <i>facility</i> is a building that exists for a particular purpose.,There are many educational <b>facilities</b> in big cities.,There are many educational {{c1::facilities}} in big cities.,"""<img src=""""4000EEW_B06_U09_3169.jpg"""" />""",[sound:4000EEW_B06_U09_3169.word.mp3],[sound:4000EEW_B06_U09_3169.definition.mp3],[sound:4000EEW_B06_U09_3169.example.mp3],"Facility is a noun with several different meanings. Often, as in ""storage facility,"" it's a place designed for a specific use, but it can also mean an effortlessness or ease with something.","The new stadium is a great facility for showing off Olympic winter sports. At this level, all of the ice skaters show a facility that borders on magical. Likewise, the prison is a great facility for storing prisoners. Those prisoners showed a real facility for crime. Related to the French facile, which means ""easy,"" a person who shows a facility for something makes it seem easy. This is cool, especially if that thing is difficult — or, as the French might say, difficile.",facility,True
4000EEW_B06_U09_3170,faculty,,[fǽkəlti:],n.,A <i>faculty</i> is a mental or physical ability.,The boy’s mental <b>faculties</b> impressed all of his teachers.,The boy’s mental {{c1::faculties}} impressed all of his teachers.,"""<img src=""""4000EEW_B06_U09_3170.jpg"""" />""",[sound:4000EEW_B06_U09_3170.word.mp3],[sound:4000EEW_B06_U09_3170.definition.mp3],[sound:4000EEW_B06_U09_3170.example.mp3],"A faculty refers to any of your mental or physical abilities. If you lose your faculties, you are powerless. The faculty of a school is comprised of the people who work there. Lose them, and you have a different kind of problem.","Faculty comes from the Old French word faculté, which means “skill, accomplishment, or learning.” You may have great faculties of memory, sight, mobility, charm, math, and musicality, but, as Beethoven was in the end, be robbed of your faculty of hearing.  Any aptitude or ability — inborn or learned — that you have is a faculty. Also, if you go to school, your teachers make up the faculty of that school.",faculty,True
4000EEW_B06_U09_3171,heap,,[hiːp],n.,A <i>heap</i> of things is a large pile of them.,"After the building was torn down, all that was left was a <b>heap</b> of bricks.","After the building was torn down, all that was left was a {{c1::heap}} of bricks.","""<img src=""""4000EEW_B06_U09_3171.jpg"""" />""",[sound:4000EEW_B06_U09_3171.word.mp3],[sound:4000EEW_B06_U09_3171.definition.mp3],[sound:4000EEW_B06_U09_3171.example.mp3],A great big pile of something is a heap. Your sloppy brother might keep all of his clothes in a heap on his bedroom floor.,"A heap can be a literal mound of things — a heap of money in your piggy bank, or a heap of wet towels beside the pool — or it can be a figurative pile. For example, you might worry that if you're caught eating your roommate's pizza you'll be in a heap of trouble. Heap is also a verb, as when you heap compliments on your best friend. Since 1924 heap has also meant ""junky old car.""",heap,True
4000EEW_B06_U09_3172,hemisphere,,[hémisfìər],n.,A <i>hemisphere</i> is one half of the Earth.,"In the northern <b>hemisphere</b>, the weather is usually warmest in July and August.","In the northern {{c1::hemisphere}}, the weather is usually warmest in July and August.","""<img src=""""4000EEW_B06_U09_3172.jpg"""" />""",[sound:4000EEW_B06_U09_3172.word.mp3],[sound:4000EEW_B06_U09_3172.definition.mp3],[sound:4000EEW_B06_U09_3172.example.mp3],"A hemisphere is half of a sphere. If it’s a cold winter in the northern hemisphere, take a winter getaway to sunbathe somewhere in the southern hemisphere.","Hemisphere comes from the Greek, and combines the prefix hemi-, for ""half,"" with sphere, or ""perfectly round ball."" We talk about the earth as divided at the equator into the northern and southern hemispheres (or divided at the prime meridian into eastern and western hemispheres). In biology, there are two cerebral, or brain, hemispheres — also known as the right and left sides of the brain.",hemisphere,True
4000EEW_B06_U09_3173,hound,,[haund],n.,A <i>hound</i> is a type of dog that is often used for racing or hunting.,The men took their <b>hounds</b> with them when they went on the hunting trip.,The men took their {{c1::hounds}} with them when they went on the hunting trip.,"""<img src=""""4000EEW_B06_U09_3173.jpg"""" />""",[sound:4000EEW_B06_U09_3173.word.mp3],[sound:4000EEW_B06_U09_3173.definition.mp3],[sound:4000EEW_B06_U09_3173.example.mp3],"A hound is a type of dog with big floppy ears, mainly used for hunting. To hound someone is to relentlessly pursue or pester them. When Elvis sings, “You ain’t nothing but a hound dog,” he’s referring to both.","Hounds are dogs that have traditionally been used for hunting because they are excellent at tracking. Most hounds (like beagles and dachshunds) have drooping, floppy ears. Hounds can also be big and scary like the one Sherlock Holmes investigates in The Hound of the Baskervilles. If people hound, they hunt, too, but just in an annoying way. A man can hound a woman by asking for a date 10 times. A hounding person is persistent and probably annoying.",hound,True
4000EEW_B06_U09_3174,impersonal,,[impə́ːrsənl],adj.,"If something is <i>impersonal</i>, it is not friendly and makes people feel unimportant.","The boy felt scared on his first day at the big, <b>impersonal</b> high school.","The boy felt scared on his first day at the big, {{c1::impersonal}} high school.","""<img src=""""4000EEW_B06_U09_3174.jpg"""" />""",[sound:4000EEW_B06_U09_3174.word.mp3],[sound:4000EEW_B06_U09_3174.definition.mp3],[sound:4000EEW_B06_U09_3174.example.mp3],"If you're impersonal, you're neutral — you're not showing your feelings or your preference. If you choose people to be on your team by closing your eyes and pointing, that's impersonal — you're not picking your friends or the best players.","Impersonal can be good. An impersonal rejection is easier to take than one that specifies precisely why you, in particular, are a reject. But if your class is so impersonal, your teacher doesn't even know your name, that’s not good. A wedding that doesn't include details about the bride and groom would be impersonal and may be more like a business meeting than a celebration. Impersonal comes from the Latin roots in- or im-, ""not,"" and personalis, ""of a person.""",impersonal,True
4000EEW_B06_U09_3175,lick,,[lik],v.,"When you <i>lick</i> something, you pass your tongue over it.",He <b>licked</b> his ice cream before it melted.,He {{c1::licked}} his ice cream before it melted.,"""<img src=""""4000EEW_B06_U09_3175.jpg"""" />""",[sound:4000EEW_B06_U09_3175.word.mp3],[sound:4000EEW_B06_U09_3175.definition.mp3],[sound:4000EEW_B06_U09_3175.example.mp3],"To lick is to taste or touch with the tongue. When your dog licks you, he's saying hello. Humans should opt for waving hello over licking.","Animal mothers lick their babies to clean them, and adult cats also groom themselves this way. People generally lick things to taste them: you might lick an ice cream cone or a lollipop, or lick salt off your arm after a day at the beach. Colloquially, to lick an opponent is to beat them at a game or fight. In jazz music, a lick is a short burst of music, or a solo.",lick,True
4000EEW_B06_U09_3176,ornament,,[ɔ́ːrnəmənt],n.,An <i>ornament</i> is an attractive object that people display in their homes.,The woman kept some colorful <b>ornaments</b> on the shelves.,The woman kept some colorful {{c1::ornaments}} on the shelves.,"""<img src=""""4000EEW_B06_U09_3176.jpg"""" />""",[sound:4000EEW_B06_U09_3176.word.mp3],[sound:4000EEW_B06_U09_3176.definition.mp3],[sound:4000EEW_B06_U09_3176.example.mp3],An ornament is a decoration. You can also ornament something by making it more beautiful or festive.,"The most common use of ornament is probably in Christmas ornaments, which decorate a tree. Similarly, any ornament makes something prettier, flashier, or more festive. When you ornament something, you're beautifying, embellishing, or adorning it. Women ornament themselves with makeup. Men ornament themselves with face paint at football games. People ornament their offices with pictures of their families. Different cultures have their own ways of ornamenting themselves and their homes. If something looks boring, why not ornament it?",ornament,True
4000EEW_B06_U09_3177,pedestrian,,[pədéstriən],n.,A <i>pedestrian</i> is a person who is walking on a street.,Drivers should be careful when <b>pedestrians</b> are walking around.,Drivers should be careful when {{c1::pedestrians}} are walking around.,"""<img src=""""4000EEW_B06_U09_3177.jpg"""" />""",[sound:4000EEW_B06_U09_3177.word.mp3],[sound:4000EEW_B06_U09_3177.definition.mp3],[sound:4000EEW_B06_U09_3177.example.mp3],"A pedestrian is someone traveling by foot. If you're a pedestrian, you will likely get annoyed at the drivers who don't stop so you can cross the street.","Pedestrian comes from the Latin pedester meaning ""going on foot"" but also ""plain."" As a noun, it's someone walking around — sidewalks are for pedestrians. As an adjective it means ""lacking wit or imagination."" If someone calls your new poem pedestrian, they mean it's dull. If you want to impress your friends while also making them feel worthless, mutter ""these people are SO pedestrian,"" at a party, loud enough for everyone to hear.",pedestrian,True
4000EEW_B06_U09_3178,sanctuary,,[sǽŋkʧuèri],n.,A <i>sanctuary</i> is a place where people in danger can go to be safe.,The church was made into a <b>sanctuary</b> for homeless people in the winter.,The church was made into a {{c1::sanctuary}} for homeless people in the winter.,"""<img src=""""4000EEW_B06_U09_3178.jpg"""" />""",[sound:4000EEW_B06_U09_3178.word.mp3],[sound:4000EEW_B06_U09_3178.definition.mp3],[sound:4000EEW_B06_U09_3178.example.mp3],"The word sanctuary has religious roots, and can refer to a temple or church, but its use has broadened to include anywhere people go for peaceful tranquility or introspection.  Your pickup truck might be your sanctuary if that's where you can clear your head.","Historically, a sanctuary is the holiest of holy places — a temple or church. Now, it's a word for anywhere a person feels especially safe and serene. People might call their homes their sanctuary, or a beautiful spot in a quiet woods can be described as a sanctuary. It can also be a way to refer to shelter or asylum from political danger, such as: ""The forbidding jungle can offer sanctuary to the guerrilla rebels.""",sanctuary,True
4000EEW_B06_U09_3179,spectator,,[spékteitər],n.,"A <i>spectator</i> is someone who watches something, for example, a sports event.",There were thousands of <b>spectators</b> at the big game.,There were thousands of {{c1::spectators}} at the big game.,"""<img src=""""4000EEW_B06_U09_3179.jpg"""" />""",[sound:4000EEW_B06_U09_3179.word.mp3],[sound:4000EEW_B06_U09_3179.definition.mp3],[sound:4000EEW_B06_U09_3179.example.mp3],"If you're watching something, you're a spectator. Football stadiums and circus tents are full of spectators.","The spectator is a particular kind of viewer; unlike a witness or an onlooker, they usually have chosen intentionally to regard the spectacle before them. Usually the word spectator refers to people watching games or ""spectator sports,"" but you could be a spectator at any planned event. An easy way to remember this word is to think of spectacles, glasses used to view something clearly — both from the same Latin root spectare.",spectator,True
4000EEW_B06_U09_3180,yell,,[jel],v.,"When you <i>yell</i> at someone, you shout at them.",Someone <b>yelled</b> out his name.,Someone {{c1::yelled}} out his name.,"""<img src=""""4000EEW_B06_U09_3180.jpg"""" />""",[sound:4000EEW_B06_U09_3180.word.mp3],[sound:4000EEW_B06_U09_3180.definition.mp3],[sound:4000EEW_B06_U09_3180.example.mp3],,,yell,True
4000EEW_B06_U10_3181,accessory,,[əksésəri],n.,An <i>accessory</i> is a thing that is added to another thing to make it look better.,"The store sold colorful <b>accessories</b> like bags, sunglasses, and makeup.","The store sold colorful {{c1::accessories}} like bags, sunglasses, and makeup.","""<img src=""""4000EEW_B06_U10_3181.jpg"""" />""",[sound:4000EEW_B06_U10_3181.word.mp3],[sound:4000EEW_B06_U10_3181.definition.mp3],[sound:4000EEW_B06_U10_3181.example.mp3],"Whether we're talking about a fog light for your boat or just a nice hat to go with your boating outfit, an accessory is something you add to something else to make it better.",An accessory can be any piece of clothing that you wear or carry as long as it isn't part of the main outfit.  You can also use the word to refer to someone who helps someone else commit a crime.  So the guy who distracted the old lady while another guy grabbed her purse? He was the accessory to the theft of an accessory.,accessory,True
4000EEW_B06_U10_3182,acquisition,,[æ̀kwəzíʃən],n.,An <i>acquisition</i> is something that a person buys or gets in some way.,Marty was happy with his new <b>acquisition</b>: a very fast bicycle.,Marty was happy with his new {{c1::acquisition}}: a very fast bicycle.,"""<img src=""""4000EEW_B06_U10_3182.jpg"""" />""",[sound:4000EEW_B06_U10_3182.word.mp3],[sound:4000EEW_B06_U10_3182.definition.mp3],[sound:4000EEW_B06_U10_3182.example.mp3],"An acquisition is something you acquire — a book, a skill or if you are a mogul, a company. It describes things you have purchased, things you have learned, or things you have gotten.","Acquisition has a formal sense to it. We don't talk about our new jeans as our latest acquisition, unless we are the kind of person who refers to their latest copy of Vogue as their Bible. It is very commonly used to refer to paintings purchased by museums — in fact, large museums have acquisition departments.",acquisition,True
4000EEW_B06_U10_3183,cardboard,,[kɑ́ːrdbɔ̀ːrd],n.,<i>Cardboard</i> is a material made out of stiff paper. It is often used to make boxes.,We packed our things into <b>cardboard</b> boxes and moved to our new home.,We packed our things into {{c1::cardboard}} boxes and moved to our new home.,"""<img src=""""4000EEW_B06_U10_3183.jpg"""" />""",[sound:4000EEW_B06_U10_3183.word.mp3],[sound:4000EEW_B06_U10_3183.definition.mp3],[sound:4000EEW_B06_U10_3183.example.mp3],"The heavy, rigid paper that's used to make the boxes you use for mailing things is called cardboard. Cardboard also comes in handy for crafts and projects in classrooms.","A lot of cardboard is made from several layers of thick paper, so that it's stiff and strong, and protects items inside cardboard boxes. You can also use the word cardboard to describe a fictional character who doesn't seem real: ""The mother in the movie was such a cardboard character."" In the 18th century, cardboard was known as card paper.",cardboard,True
4000EEW_B06_U10_3184,dilemma,,[dilémə],n.,A <i>dilemma</i> is a difficult situation in which a choice has to be made.,Choosing either the tastier or healthier drink proved to be quite a <b>dilemma</b>.,Choosing either the tastier or healthier drink proved to be quite a {{c1::dilemma}}.,"""<img src=""""4000EEW_B06_U10_3184.jpg"""" />""",[sound:4000EEW_B06_U10_3184.word.mp3],[sound:4000EEW_B06_U10_3184.definition.mp3],[sound:4000EEW_B06_U10_3184.example.mp3],"A dilemma is a tough choice. When you're in a difficult situation and each option looks equally bad, you're in a dilemma.","Dilemma is from a Greek for ""double proposition."" It was originally a technical term of logic, but we use it now for any time you have a problem with no satisfactory solution. If you're at the mall choosing between red or blue socks, that's not really a dilemma. But if you have to choose whether to save your cat or your dog from a burning building, that's an awful dilemma.",dilemma,True
4000EEW_B06_U10_3185,elaborate,,[ilǽbərət],adj.,"When something is <i>elaborate</i>, it contains a lot of details.",She gave the teacher an <b>elaborate</b> explanation of her project.,She gave the teacher an {{c1::elaborate}} explanation of her project.,"""<img src=""""4000EEW_B06_U10_3185.jpg"""" />""",[sound:4000EEW_B06_U10_3185.word.mp3],[sound:4000EEW_B06_U10_3185.definition.mp3],[sound:4000EEW_B06_U10_3185.example.mp3],"Use the adjective elaborate when you want to describe how something is very detailed or especially complicated, like a devilish prank planned out weeks in advance.","The adjective elaborate is used to describe when something is planned with a lot of attention to detail or when something is intricate or detailed itself. The word comes from the Latin elaborare, which means ""to produce by labor"" but it has come to mean a lot of labor, especially work that is very complicated and precise. To imagine this word, think of a painting with lots of flourishes or a story with many sub-plots and characters that all fit together in extensive ways.",elaborate,True
4000EEW_B06_U10_3186,exact,,[igzǽkt],adj.,<i>Exact</i> means correct in every detail.,I know the <b>exact</b> location of the restaurant you mentioned before.,I know the {{c1::exact}} location of the restaurant you mentioned before.,"""<img src=""""4000EEW_B06_U10_3186.jpg"""" />""",[sound:4000EEW_B06_U10_3186.word.mp3],[sound:4000EEW_B06_U10_3186.definition.mp3],[sound:4000EEW_B06_U10_3186.example.mp3],"If something's exact, it's precise and completely accurate — as opposed to a guess, an estimate, or an approximation.","Exact also has the meaning of taking something from someone, often money, and generally only given up with reluctance under the threat of force. The Mob might exact a shakedown from unfortunate businessmen, for example. The word comes from the Latin exactus ""exact or accurate,"" a form of the verb exigere — meaning ""to force out or demand,"" like the Mob demanding its money.",exact,True
4000EEW_B06_U10_3187,facilitate,,[fəsílətèit],v.,To <i>facilitate</i> something is to make it easier.,"To <b>facilitate</b> the meeting, Melissa used a simple computer program.","To {{c1::facilitate}} the meeting, Melissa used a simple computer program.","""<img src=""""4000EEW_B06_U10_3187.jpg"""" />""",[sound:4000EEW_B06_U10_3187.word.mp3],[sound:4000EEW_B06_U10_3187.definition.mp3],[sound:4000EEW_B06_U10_3187.example.mp3],"To facilitate means to make something easier. If your best friend is very shy, you could facilitate her efforts to meet new people.","Facilitate comes from the Latin facilis, for ""easy."" It means to make something easier or more likely to happen. You facilitate growth or a process, as opposed to, say, dinner.  Often in business meetings someone will be assigned to facilitate a discussion so people don't just sit in awkward silence. Synonyms are ease, simplify, expedite, and assist.",facilitate,True
4000EEW_B06_U10_3188,fleet,,[fliːt],n.,A <i>feet</i> is a group of ships.,The <b>feet</b> of ships spent a few days at the dock.,The {{c1::feet}} of ships spent a few days at the dock.,"""<img src=""""4000EEW_B06_U10_3188.jpg"""" />""",[sound:4000EEW_B06_U10_3188.word.mp3],[sound:4000EEW_B06_U10_3188.definition.mp3],[sound:4000EEW_B06_U10_3188.example.mp3],"A fleet is usually a large group of ships, but it can be any group of vessels like planes or cars that operate as a unit. A naval fleet is the largest formation of warships. A naval fleet at sea is like an army on land.","One meaning of fleet comes from the Old English fleot, meaning “ship,” “raft,” or “floating vessel.” Although a fleet is usually a group of ships or airplanes operating under the same ownership, any group of vessels sailing together can be called a fleet, even you and your friends in a fleet of kayaks. Another meaning of fleet originates in the Old English flēotan, which means “moving swiftly.” When it’s used in that way, it’s usually in the -ing form, fleeting.",fleet,True
4000EEW_B06_U10_3189,grid,,[grid],n.,A <i>grid</i> is a pattern of squares with numbers and letters to find places on a map.,We located our town using the <b>grid</b>.,We located our town using the {{c1::grid}}.,"""<img src=""""4000EEW_B06_U10_3189.jpg"""" />""",[sound:4000EEW_B06_U10_3189.word.mp3],[sound:4000EEW_B06_U10_3189.definition.mp3],[sound:4000EEW_B06_U10_3189.example.mp3],"A grid is a network of intersecting parallel lines, whether real or imaginary. Most American streets are laid out in a grid pattern, meaning the streets intersect at right angles and form a pattern of squares when viewed from above.","You've probably seen a map grid, the uniform lines drawn on a map that allow you to pinpoint a particular location. Grid can also refer to a physical network of sorts, not necessarily made of straight or parallel lines. You may be familiar with the high voltage electrical cables that carry power throughout the country, known as the national grid. A grid can also be a device made up of intersecting metal bars that you use when grilling food.",grid,True
